sample_id,image_id,question,ground_truth,question_type_structural,question_type_semantic
07337724,2350709,What is the device that the person in front of the mirror is holding?,camera,query,rel
05473450,2339910,What type of vegetable is to the right of the tomato?,spinach,query,rel
15905473,2317694,Do you see any flamingoes to the right of the animals near the water?,yes,verify,rel
12553056,2402704,What kind of furniture in this scene is not red?,table,query,cat
15478353,2390633,Are there any people to the left of the bag the woman is with?,no,verify,rel
093955,2414600,Is there any window in the picture that is not open?,yes,verify,obj
14991920,2323848,Is the vehicle blue?,yes,verify,attr
1091455,2352908,What type of clothing is long?,coat,query,cat
16839797,2356423,Is this an image of a beach or a field?,field,choose,global
13387332,2323659,Is the kid to the right of the person that is to the right of the couch?,yes,verify,rel
011002082,2377467,What is the man that is to the left of the blanket touching?,hat,query,rel
11719921,2333753,What is the name of the animal on the post that is made of metal?,sheep,query,rel
03513653,2410656,Is the bag that is to the right of the girl red or white?,white,choose,attr
06182720,2395834,Are there either red cups or cans?,no,logical,obj
10696950,2324698,Do you see either any trays or breads?,yes,logical,obj
01390060,2364527,Is this a sandwich or a donut?,sandwich,choose,cat
11553017,2354829,Which type of material is that necktie made of?,leather,query,attr
06154076,2345111,What is the color of the table that is not large?,green,query,attr
03728608,2391549,Who is holding the controllers on the right side of the image?,woman,query,rel
08164699,2356740,What is that hot dog in?,bun,query,rel
08636911,2332225,Are there any buses to the right of the person?,no,verify,rel
06775555,2411855,Is the red apple sitting on the saucer that is to the left of the fruit?,yes,verify,rel
19981929,2400343,Are there men to the right of the device behind the cords?,yes,verify,rel
15675487,2356182,Is it indoors or outdoors?,indoors,choose,global
13522327,2384051,Is the man to the right or to the left of the women?,left,choose,rel
03509766,2337339,What vegetable is on the dish?,carrot,query,rel
05281134,2338476,Which place is it?,road,query,global
121035989,2366019,Does the traffic cone have orange color and small size?,yes,logical,attr
09614242,2401955,Are there any skateboards to the right of the wheelchair on the left side?,no,verify,rel
17863625,2399389,Are there either any chairs or cats that are brown?,yes,logical,obj
07696626,2388377,Are there both a table and a chair in this image?,yes,logical,obj
18577815,2391298,Who is standing in the train?,woman,query,rel
021009127,1592361,Who is holding the fork?,man,query,rel
0472732,2334661,What is around the sign on the post?,frame,query,rel
07521978,2396868,What color is the shirt the man is wearing?,black,query,attr
08601478,2343388,What is in the jar?,flowers,query,rel
02133355,2406429,Who wears the suit?,man,query,rel
05495256,2414475,What is the man to the left of the plate wearing?,pants,query,rel
03423280,2361006,What is the boy to the left of the ski holding?,pole,query,rel
181047491,2378665,Are there both fences and lambs in this photograph?,yes,logical,obj
10981495,2390101,What is the item of furniture to the right of the person who is wearing a mask?,chair,query,rel
04438315,2405611,Does the plate with the sandwich look bright and blue?,no,logical,attr
191039639,2372792,The pants that the umpire wears have what color?,gray,query,attr
0760700,2350568,Is the woman to the left of the large umbrella?,yes,verify,rel
10150639,2412502,Is the hair black?,no,verify,attr
0866728,2406152,Is the plastic container on the right side?,no,verify,attr
02251292,2335043,Do you see napkins to the left of the sandwich?,no,verify,rel
07277716,2382231,What animal is on the boat the water is next to?,dog,query,rel
14985894,2407964,Are there any surfboards on the brown beach?,yes,verify,rel
10307358,2353840,What is the item of furniture that the box sits in?,chair,query,rel
10919449,1341,Is the knife to the left or to the right of the plate the flowers are on?,right,choose,rel
07568895,2368477,What animal is the grass behind of?,elephant,query,rel
17694299,2032,Are there lamps near the alarm clock?,yes,verify,rel
11341422,2397107,In front of what is the trunk?,bush,query,rel
00748317,2344727,Which color is the tablecloth?,blue,query,attr
13470203,2349483,Which kind of furniture is the lamp sitting on?,chair,query,rel
1943030,2371012,On which side of the picture is the bull?,right,query,attr
10662455,2316905,Which kind of furniture is it?,desk,query,cat
171009854,2363958,Is the sandwich to the right of the food on the plate?,no,verify,rel
13548167,2402570,Is the rug on the right?,yes,verify,attr
05104803,2337213,Which kind is this item of furniture?,desk,query,cat
17790737,2344826,Is the plate the same color as the cup?,no,compare,attr
05162888,2347226,Are there both women and visitors in the image?,no,logical,obj
121046742,2392511,On which side of the picture is the house?,left,query,attr
14495067,2374540,Who is standing?,boy,query,cat
19818125,2388404,Is there any chair to the right of the woman in the bottom?,no,verify,rel
081002558,2402502,Is there a laptop on the table?,yes,verify,rel
12318918,2400997,What is the brown hat made of?,leather,query,attr
05473397,2339910,Is the pizza on the plate?,yes,verify,rel
11867498,2328560,Which place is it?,pen,query,global
19131224,2315508,Who is wearing the socks?,boy,query,rel
09638435,2341268,Is the bike behind the cart green or red?,green,choose,attr
13655101,2385193,What is the animal that is to the right of the person the car is behind of?,elephant,query,rel
09218349,2412648,The jersey that the man is wearing has which color?,white,query,attr
05754028,2408571,What is the cat in front of?,clock,query,rel
00666072,2317322,Are there carrots to the left of the potato in the center of the image?,yes,verify,rel
12614810,2352570,What shape is the window?,round,query,attr
1087415,2054,Do you see either a knife or an ottoman there?,no,logical,obj
16269555,2407148,Is the striped cat sitting on a chair?,no,verify,rel
00356772,2319470,Is the water bottle to the right of a plate?,no,verify,rel
08774003,2332111,Which side is the truck on?,right,query,attr
13483183,2403364,What fruit is in the grass?,apple,query,rel
08446774,2336810,Which color are the stones near the fence?,white,query,attr
05579796,2407807,Which color do you think the umbrella is?,white,query,attr
124475,2327698,What type of fast food is the cheese on?,hot dog,query,rel
00359895,2381741,Is the sky blue and cloudy?,no,logical,attr
19322025,2340235,What color are the shorts that the man is wearing?,white,query,attr
05930619,2332462,Are there parking meters or balls in this image?,no,logical,obj
09851618,2411681,What appliance is to the right of the umbrella?,mixer,query,rel
13521228,2374492,On which side is the house?,left,query,attr
13387591,2323659,On which side of the photo is the clock?,left,query,attr
18142411,2398258,What is the person that is surfing standing on?,surfboard,query,rel
16887233,2359044,How long is the mane?,short,query,attr
0070460,2394009,Is the man on the right or on the left side of the picture?,right,choose,attr
0857081,2407372,Are there skateboards to the right of the guy that is wearing a shirt?,yes,verify,rel
05758399,2403496,Is the happy man on the left?,yes,verify,attr
04499539,2320511,Is the screen to the left of the small camera?,yes,verify,rel
19796225,2334623,Which side of the image is the toilet brush on?,right,query,attr
19191842,2357353,Is the boat in the bottom or in the top part of the image?,top,choose,attr
06840670,2361881,Which kind of appliance is to the right of the can?,oven,query,rel
03357758,2380239,On which side of the photo is the fire hydrant?,right,query,attr
0472828,2397582,What is the food to the left of the food the steam comes from called?,meat,query,rel
08686900,2323768,What is the device to the left of the dresser?,computer mouse,query,rel
10682392,2412363,What is the food that is to the left of the tomato that is to the left of the pepper?,salad,query,rel
18106865,2411038,What is the appliance that is to the left of the lamp that is to the left of the boy?,radiator,query,rel
11593784,2347710,What kind of furniture is to the left of the blanket that looks red?,bed,query,rel
08820958,1591920,Are there both a chair and a bag in the photo?,no,logical,obj
08233728,2414920,Is the door closed or open?,closed,choose,attr
07608223,2387787,Is he holding a camera?,no,verify,rel
0832586,2414605,Are both the animals of the same species?,no,compare,attr
05384089,2391491,What is the fruit in the bowl in the bottom part?,banana,query,rel
02550812,2372158,Who is wearing pants?,man,query,rel
06599082,2325132,Who is wearing the sneakers?,lady,query,rel
18640923,2347772,"In which part of the picture is the shark, the top or the bottom?",top,choose,attr
01355645,2345006,What is the green clothing item?,shirt,query,cat
05527053,2323639,What is in front of the shrub that is on the side of the ground?,barrier,query,rel
09488526,2401908,Is it an indoors or outdoors scene?,indoors,choose,global
02587869,2326899,Are there any women to the left of the wallet?,yes,verify,rel
12669538,2387310,Is the red vehicle to the left or to the right of the train?,right,choose,rel
16371095,2396300,Does the gray sky look clear?,no,verify,attr
1091156,2352905,What color is the vase to the left of the cup?,black,query,attr
17726106,2349040,Does that hat look tan?,yes,verify,attr
01386880,2376953,What is the item of clothing that is not red called?,jacket,query,cat
144872,2345950,Is the sky blue and clear?,no,logical,attr
06528023,2414709,Which side is the woman on?,left,query,attr
19982039,2400343,Which side of the picture is the TV on?,left,query,attr
11679401,2403531,What pulls the man?,ski,query,rel
19180808,1593169,Is the man on the left or on the right side?,left,choose,attr
02409414,2409472,What animal walks on the ground?,pigeon,query,rel
07837617,2399431,Is the woman in the bottom or in the top of the image?,bottom,choose,attr
03830926,2399312,What is the animal above the hay the donkey is standing in called?,sheep,query,rel
08332268,498265,Is the white bag on the right?,no,verify,attr
05131020,2410065,Is the happy person to the left of the blue bag?,yes,verify,rel
00684246,2410733,What type of appliance is under the counter?,oven,query,rel
14717026,2413765,Is the child wearing skis?,no,verify,rel
18636873,2379764,What is on the wall?,picture,query,rel
01839637,2348133,What is before the building?,bus,query,rel
16371035,2396300,What vehicle is the antenna on?,bus,query,rel
08149569,414,What kind of furniture is the woman lying on?,sofa,query,rel
04466532,2335402,Where is the man?,desert,query,rel
111053945,2386495,What kind of furniture is to the right of the bed?,armchair,query,rel
01225601,2409534,Are there both ropes and boats in the photo?,yes,logical,obj
13655130,497938,Is it indoors or outdoors?,outdoors,choose,global
04956265,2391761,Are the animals of different types?,yes,compare,attr
11245464,2415822,What kind of device is the woman using?,laptop,query,rel
14486595,2371387,Who is sitting in the bathtub?,lady,query,rel
17877274,2381067,Where is the man?,sidewalk,query,rel
01730350,2398647,Do you see red trains or buses there?,no,logical,obj
0763849,2417543,What color is the basket?,white,query,attr
05691538,2382828,Is it sunny today?,yes,verify,global
14985976,2407964,Are there boys to the left of the surfboard that is not big?,no,verify,rel
07521410,2411141,What color do you think the sauce on the table is?,red,query,attr
05657331,2383798,What color does the animal on the table have?,gray,query,attr
17877596,2326665,What is the vegetable to the right of the fork?,potato,query,rel
11156486,2334989,Do you see both skis and locks?,no,logical,obj
11254425,498277,Do the SUV and the vest have the same color?,no,compare,attr
12617478,2365195,Which place is it?,forest,query,global
01354155,2380732,Is there a bus to the left of the blue vehicle?,yes,verify,rel
12140762,2359333,What is sitting on the bag?,envelope,query,rel
03997071,2380622,Do you see any sand or grass that are not brown?,no,logical,obj
13335080,2386162,Does the curtain have the same color as the frame?,no,compare,attr
17134420,2404079,Is there a banana on top of the ripe fruit?,yes,verify,rel
11757710,1592951,Which color does the truck in the center of the photo have?,blue,query,attr
03965201,2386293,What's covered with the snow?,mountains,query,rel
19621642,2378535,Is the man in the top or in the bottom?,top,choose,attr
05491727,2374257,What is filled with flowers?,pot,query,rel
