sample_id,image_id,question,ground_truth,method,prediction,correct
0376680,2354196,Does the woman to the left of the man wear shorts?,yes,vanilla,"No, the woman to the left of the man does not wear shorts.",0
0376680,2354196,Does the woman to the left of the man wear shorts?,yes,self_correct,The woman to the left of the man wears pants.,0
0376680,2354196,Does the woman to the left of the man wear shorts?,yes,cove_lite,"No, the woman to the left of the man does not wear shorts.",0
0376680,2354196,Does the woman to the left of the man wear shorts?,yes,resample_lite,"No, the woman to the left of the man does not appear to be wearing shorts.",0
0529198,1592615,Are there any chairs or computers in this scene?,yes,vanilla,"Yes, there are chairs and computers in this scene.",1
0529198,1592615,Are there any chairs or computers in this scene?,yes,self_correct,"No, there are no chairs or computers in this scene.",0
0529198,1592615,Are there any chairs or computers in this scene?,yes,cove_lite,"Yes, there are chairs and computers in this scene.",1
0529198,1592615,Are there any chairs or computers in this scene?,yes,resample_lite,"Yes, there are chairs and computers in this scene.",1
00397762,2374803,What is the player that is to the left of the helmet preparing?,baseball bat,vanilla,The player to the left of the helmet is preparing to hit the ball.,0
00397762,2374803,What is the player that is to the left of the helmet preparing?,baseball bat,self_correct,The player to the left of the helmet is preparing to hit the ball.,0
00397762,2374803,What is the player that is to the left of the helmet preparing?,baseball bat,cove_lite,The player to the left of the helmet is preparing to hit the ball.,0
00397762,2374803,What is the player that is to the left of the helmet preparing?,baseball bat,resample_lite,The player to the left of the helmet is preparing to swing the bat.,0
10403875,2327830,On what kind of furniture is the cat?,table,vanilla,The cat is sitting on a wooden table.,1
10403875,2327830,On what kind of furniture is the cat?,table,self_correct,The cat is sitting on a wooden table.,1
10403875,2327830,On what kind of furniture is the cat?,table,cove_lite,The cat is sitting on a wooden table.,1
10403875,2327830,On what kind of furniture is the cat?,table,resample_lite,The cat is sitting on a wooden table.,1
16488440,2321052,Which kind of appliance is to the left of the lamp?,air conditioner,vanilla,The appliance to the left of the lamp is a television.,0
16488440,2321052,Which kind of appliance is to the left of the lamp?,air conditioner,self_correct,The appliance to the left of the lamp is an air conditioner.,0
16488440,2321052,Which kind of appliance is to the left of the lamp?,air conditioner,cove_lite,The appliance to the left of the lamp is a television.,0
16488440,2321052,Which kind of appliance is to the left of the lamp?,air conditioner,resample_lite,The appliance to the left of the lamp is an air conditioning unit.,0
19494904,2365760,Are there both tables and couches in the picture?,yes,vanilla,"Yes, there are both tables and couches in the picture.",1
19494904,2365760,Are there both tables and couches in the picture?,yes,self_correct,No,0
19494904,2365760,Are there both tables and couches in the picture?,yes,cove_lite,"Yes, there are both tables and couches in the picture.",1
19494904,2365760,Are there both tables and couches in the picture?,yes,resample_lite,"Yes, there are both a table and a couch (or chair) in the picture.",1
1864177,2322984,"In which part is the person, the top or the bottom?",bottom,vanilla,The person is in the bottom part of the image.,1
1864177,2322984,"In which part is the person, the top or the bottom?",bottom,self_correct,The person is in the bottom part of the image.,1
1864177,2322984,"In which part is the person, the top or the bottom?",bottom,cove_lite,The person is in the bottom part of the image.,1
1864177,2322984,"In which part is the person, the top or the bottom?",bottom,resample_lite,The person is in the bottom part of the image.,1
14275115,2398835,Does the chair have a different color than the headband?,yes,vanilla,"Yes, the chair has a different color than the headband.",1
14275115,2398835,Does the chair have a different color than the headband?,yes,self_correct,"No, the chair does not have a different color than the headband.",0
14275115,2398835,Does the chair have a different color than the headband?,yes,cove_lite,"Yes, the chair has a different color than the headband.",1
14275115,2398835,Does the chair have a different color than the headband?,yes,resample_lite,"Yes, the chair has a different color than the headband.",1
01763834,2400752,What vehicles are in the street?,cars,vanilla,The vehicles in the street are cars.,1
01763834,2400752,What vehicles are in the street?,cars,self_correct,The vehicles in the street are cars.,1
01763834,2400752,What vehicles are in the street?,cars,cove_lite,The vehicles in the street are cars.,1
01763834,2400752,What vehicles are in the street?,cars,resample_lite,The vehicles in the street are cars.,1
00283108,2330700,What's on the plate?,pizza,vanilla,The plate has a pizza on it.,1
00283108,2330700,What's on the plate?,pizza,self_correct,The plate has a pizza on it.,1
00283108,2330700,What's on the plate?,pizza,cove_lite,The plate has a pizza on it.,1
00283108,2330700,What's on the plate?,pizza,resample_lite,The plate contains a pizza with pepperoni slices.,1
14816347,2363629,Is there any bear in the image?,yes,vanilla,"Yes, there are bears in the image.",1
14816347,2363629,Is there any bear in the image?,yes,self_correct,"No, there are no bears in the image.",0
14816347,2363629,Is there any bear in the image?,yes,cove_lite,"Yes, there are bears in the image.",1
14816347,2363629,Is there any bear in the image?,yes,resample_lite,"Yes, there are bears in the image.",1
14381909,2403590,Is the woman to the right or to the left of the glasses that are to the left of the train?,left,vanilla,The woman is to the right of the glasses that are to the left of the train.,1
14381909,2403590,Is the woman to the right or to the left of the glasses that are to the left of the train?,left,self_correct,The woman is to the left of the glasses that are to the left of the train.,1
14381909,2403590,Is the woman to the right or to the left of the glasses that are to the left of the train?,left,cove_lite,The woman is to the left of the glasses that are to the left of the train.,1
14381909,2403590,Is the woman to the right or to the left of the glasses that are to the left of the train?,left,resample_lite,The woman is to the right of the glasses that are to the left of the train.,1
13764117,2401635,Are there any teddy bears on top of the bed?,no,vanilla,"No, there are no teddy bears on top of the bed.",1
13764117,2401635,Are there any teddy bears on top of the bed?,no,self_correct,No,1
13764117,2401635,Are there any teddy bears on top of the bed?,no,cove_lite,"No, there are no teddy bears on top of the bed.",1
13764117,2401635,Are there any teddy bears on top of the bed?,no,resample_lite,"No, there are no teddy bears on top of the bed.",1
09964815,2414646,Are there logoes on the oven?,no,vanilla,"Yes, there is a logo on the oven.",0
09964815,2414646,Are there logoes on the oven?,no,self_correct,"No, there are no logos on the oven.",1
09964815,2414646,Are there logoes on the oven?,no,cove_lite,"No, there are no logos on the oven.",1
09964815,2414646,Are there logoes on the oven?,no,resample_lite,"No, there are no logos on the oven.",1
05913845,2332780,What kind of furniture is it?,table,vanilla,The furniture is a table.,1
05913845,2332780,What kind of furniture is it?,table,self_correct,The furniture is a table.,1
05913845,2332780,What kind of furniture is it?,table,cove_lite,The furniture is a table.,1
05913845,2332780,What kind of furniture is it?,table,resample_lite,The furniture in the image is a dining table.,1
05755315,2400761,Are there any green pillows or bridges?,yes,vanilla,"No, there are no green pillows or bridges in the image.",0
